6.086473575447e+0, 3.409529560963e-39
6.215913749433e+0, 2.874381429238e-39
6.353260752126e+0, 2.378137066461e-39
6.457539993931e+0, 2.023413661636e-39
6.561135621958e+0, 1.759905879042e-39
6.673668195358e+0, 1.511397869161e-39
6.797985546736e+0, 1.291291014863e-39
6.971199629578e+0, 1.064112554322e-39
7.126306394365e+0, 8.631426587123e-40
7.273961103845e+0, 7.254557415739e-40
7.424661445571e+0, 6.074138794203e-40
7.578492369426e+0, 5.097429543273e-40
7.735510503002e+0, 4.277773167356e-40
7.895811072495e+0, 3.617373698108e-40
8.074515247281e+0, 3.043482225430e-40
8.244924492320e+0, 2.571846999947e-40
8.448919260096e+0, 2.168516379426e-40
8.674658686242e+0, 1.817485083608e-40
8.893779710751e+0, 1.536884718880e-40
9.118466828442e+0, 1.308778908041e-40
9.381446865552e+0, 1.109769164988e-40
9.655066876209e+0, 9.404681734384e-41
9.942128091382e+0, 7.974565553422e-41
1.026867480669e+1, 6.740247094279e-41
1.061946953787e+1, 5.676865373516e-41
1.101158568430e+1, 4.810232559113e-41
1.143014263458e+1, 4.105470973229e-41
1.189785501394e+1, 3.502143175993e-41
1.243120038884e+1, 2.977135488093e-41
1.297957052391e+1, 2.542433295996e-41
1.358005113117e+1, 2.166234138061e-41
1.420840759012e+1, 1.871448054265e-41
1.486590839692e+1, 1.632532159582e-41
1.555390332318e+1, 1.436999023890e-41
1.627381525869e+1, 1.277211405404e-41
1.702712841278e+1, 1.146253540739e-41
1.781537821470e+1, 1.036591626852e-41
1.864022556519e+1, 9.485249800673e-42
1.950331557107e+1, 8.727632892709e-42
2.040645800553e+1, 8.103169574128e-42
2.135153000809e+1, 7.601963836116e-42
2.234045315352e+1, 7.186307146708e-42
2.337528951302e+1, 6.859577045354e-42
2.445813470449e+1, 6.588648674654e-42
2.559126241340e+1, 6.390089625281e-42
2.677698610438e+1, 6.244916743096e-42
2.801777993451e+1, 6.162514344149e-42
2.931611901900e+1, 6.102297433101e-42
3.067482910179e+1, 6.126964352464e-42
3.209659743006e+1, 6.185915119157e-42
3.358435455560e+1, 6.280137907093e-42
3.514119103024e+1, 6.420113135360e-42
3.677024565514e+1, 6.581418271249e-42
3.847488368938e+1, 6.770183532054e-42
4.025858791790e+1, 6.978850171156e-42
4.212502754748e+1, 7.208913094364e-42
4.407801251978e+1, 7.451720090491e-42
4.612155656120e+1, 7.708042558037e-42
4.825984335553e+1, 7.973181943901e-42
5.049731627952e+1, 8.264597894718e-42
5.283852524443e+1, 8.566664957850e-42
5.528829835006e+1, 8.885925409105e-42
5.785167068276e+1, 9.223470696770e-42
6.053391089064e+1, 9.580472067294e-42
6.334051073149e+1, 9.951291444373e-42
6.627725830194e+1, 1.034362601942e-41
6.935018984891e+1, 1.075887847173e-41
7.256554846244e+1, 1.117530895500e-41
7.593003529860e+1, 1.162394992870e-41
7.945054258239e+1, 1.209897975802e-41
8.313422282439e+1, 1.257598800447e-41
8.698875332520e+1, 1.308992427157e-41
9.102196910952e+1, 1.361542888128e-41
9.524218412007e+1, 1.416203025894e-41
9.965813552596e+1, 1.475099667917e-41
1.042787996759e+2, 1.535381787831e-41
1.091137382726e+2, 1.599234801751e-41
1.141728512106e+2, 1.665743316355e-41
1.194665725967e+2, 1.736219998475e-41
1.250056998656e+2, 1.808425413839e-41
1.308016515352e+2, 1.883633687142e-41
1.368664273958e+2, 1.964689623292e-41
1.432124038819e+2, 2.049233533156e-41
1.498524681070e+2, 2.132978478846e-41
1.568005579862e+2, 2.224764142148e-41
1.640708595503e+2, 2.322107420785e-41
1.716782022462e+2, 2.422031621609e-41
1.796382081593e+2, 2.524506445315e-41
1.879674128669e+2, 2.634964776457e-41
1.966829463020e+2, 2.754068890737e-41
2.058023876157e+2, 2.872581122540e-41
2.153446627920e+2, 2.996193135665e-41
2.253293770312e+2, 3.125124382306e-41
2.357773615220e+2, 3.268647747321e-41
2.467093794913e+2, 3.406942432936e-41
2.581485300581e+2, 3.558475280112e-41
2.701181694260e+2, 3.719323368183e-41
2.826425231647e+2, 3.879372128997e-41
2.957479812162e+2, 4.057534811177e-41
3.094606919980e+2, 4.232137381108e-41
3.238096444209e+2, 4.426501036385e-41
3.388235818361e+2, 4.620180049638e-41
3.545340212593e+2, 4.832364816251e-41
3.709726668374e+2, 5.047297123918e-41
3.881736520082e+2, 5.275442053530e-41
4.061721996877e+2, 5.513899454872e-41
4.250052906622e+2, 5.763135466174e-41
4.447117698787e+2, 6.027811201905e-41
4.653318350284e+2, 6.300276747049e-41
4.869079960488e+2, 6.585058118088e-41
5.094845844831e+2, 6.882712007676e-41
5.331083457515e+2, 7.203793227322e-41
5.578271176973e+2, 7.529414814170e-41
5.836922274802e+2, 7.875208075020e-41
6.107564352958e+2, 8.231178557408e-41
6.390759657782e+2, 8.615166271464e-41
6.687083903951e+2, 9.010823372487e-41
6.997147996957e+2, 9.424651282599e-41
7.321591481361e+2, 9.864314968248e-41
7.661076173738e+2, 1.031734003369e-40
8.016301959653e+2, 1.079117056921e-40
8.388001535102e+2, 1.129458291654e-40
8.776936061915e+2, 1.182147964768e-40
9.183901603024e+2, 1.236438877094e-40
9.609740393028e+2, 1.294119236556e-40
1.002086328598e+3, 1.351700270475e-40
