3.681169152071306	3.4717540911761327e-34
3.745045394051423	2.4617302283539535e-34
3.790417118047225	1.7483265978821815e-34
3.847078174493056	1.3015070870224024e-34
3.909627372306361	9.80661435978758e-35
3.9706311705907127	6.977983331491176e-35
4.038582678444128	4.764146027079917e-35
4.118668513242462	3.3270713878751355e-35
4.1809356585196165	2.3756197715903682e-35
4.285869723558579	1.688341872746512e-35
4.372188683183311	1.2213169559779442e-35
4.4595486368712445	9.115013683617351e-36
4.564331471071847	6.51343022344048e-36
4.683646881933024	4.556739034548789e-36
4.814037934480226	3.183438649110517e-36
4.949100853205767	2.25961885107759e-36
5.12635329637499	1.643414259762324e-36
5.251318630930617	1.2260038341747823e-36
5.393229537330245	9.161640572337769e-37
5.578821744673857	6.688455132995031e-37
5.774110746851849	4.835514440183413e-37
5.99670130937454	3.4596037417940756e-37
6.20319704469488	2.4928215262129453e-37
6.420342566924276	1.8349950347833738e-37
6.750711189552975	1.3764922270839368e-37
7.0749900633847895	1.0315987980436175e-37
7.388800102102848	7.864684362929405e-38
7.716529134277859	5.935152804842135e-38
8.151670264216644	4.422868683357678e-38
8.594789744726615	3.3661442281012673e-38
9.132624026484116	2.573957263249911e-38
9.786828399971897	1.9894810132073975e-38
10.558534539433234	1.518386469167345e-38
11.408395003282289	1.1452895215189939e-38
12.540555273950076	9.285630949982553e-39
13.785070251665584	7.584315935639696e-39
15.153089930403032	6.339668597321716e-39
16.656870820889605	5.336177152597884e-39
18.309885760469715	4.655473877202694e-39
20.126944620414992	4.113603017655185e-39
22.124326992134115	3.694132444070383e-39
24.319928041059075	3.36768830775401e-39
26.733418834958197	3.0878955529751934e-39
29.38642258310626	2.975708413516638e-39
32.30270836529345	2.9076707636863686e-39
35.50840408635072	2.955131627135023e-39
39.032230564117114	3.03128302490033e-39
42.90575884811536	3.052390058743713e-39
47.163693074333274	3.052390058743713e-39
51.844181390294125	3.095046059010601e-39
56.98915773609017	3.211732345299779e-39
62.64471754350022	3.3833031862014414e-39
68.8615307191968	3.609668493061338e-39
75.69529561208606	3.828974146123534e-39
83.20723803201463	4.047536535434771e-39
91.46465979070561	4.283525715944576e-39
100.54154167947166	4.5490294755897757e-39
110.51920628596856	4.9554806054434576e-39
121.4870465883697	5.398247727938255e-39
133.5433268546601	5.88738039996891e-39
146.79606302255658	6.413411815743815e-39
161.3639904476472	7.01072495107384e-39
177.37762769010604	7.637126053275394e-39
194.98044587077587	8.242879127208907e-39
214.33015407324183	9.073320999128918e-39
235.6001123082094	1.0056970195485353e-38
258.98088469937227	1.0842111731427851e-38
284.6819468062388	1.178355665088938e-38
312.93356238035364	1.292578616327539e-38
343.98884636934974	1.4228014898140358e-38
378.12603265192274	1.5607195989284016e-38
415.65096682106474	1.717956759060727e-38
456.899846349173	1.8976073081624782e-38
502.24223268501754	2.083959018785293e-38
552.0843622688781	2.2859658970464407e-38
606.8727861302498	2.519180863623871e-38
667.0983706764071	2.782617194631508e-38
733.3006955161189	3.0523479368468956e-38
806.0728877199781	3.3482248099193324e-38
886.0669358289769	3.6983561053932554e-38
973.9995312211674	4.075663569439536e-38
1070.658489171026	4.4604059449489965e-38
1176.9098071297649	4.875825870624418e-38
1293.7054234638986	5.342278234622595e-38
1422.0917461650206	5.853354384139926e-38
1563.219027942115	6.398506568318231e-38
1718.3516716907568	7.002525171636522e-38
1888.8795586690853	7.690197767963716e-38
2076.330500873168	8.387002948508042e-38
2282.3839291764475	9.199990280947528e-38
2508.88593986952	1.0068468764278882e-37
2757.8658344068344	1.101893155987339e-37
3031.5543005450704	1.2059117981468744e-37
3332.403397763545	1.3212769534958012e-37
3663.1085260222276	1.446005411851818e-37
4026.6325746823286	1.5806791317175763e-37
4426.23246794693	1.737916101508183e-37
4865.4883446506765	1.906379590080118e-37
5348.335633829019	2.0911729503628556e-37
5879.100313442231	2.293879105234011e-37
6462.537668147668	2.5104211433690703e-37
7103.874893363458	2.753766781993174e-37
7808.857927326307	3.0137221868621273e-37
8583.802930726377	3.3058549041692234e-37
9435.652875141363	3.6347025477350395e-37
10372.039747262612	3.987029492966383e-37
11401.352926220696	4.373508965042914e-37
12532.814346623394	4.803002924912314e-37
13776.561120715609	5.2503306216986035e-37
15143.736359898105	5.765931551606652e-37
16646.589009303287	6.302941609924322e-37
18298.583589877162	6.913912145815788e-37
20114.520831179885	7.601668802681036e-37
22110.670275692435	8.338530406274288e-37
24304.916042671197	9.178608817322527e-37
26716.91705749509	1.012671808014848e-36
29368.283182048068	1.1134066398283168e-36
32282.76882414489	1.22133380994997e-36
35486.485760605654	1.3397228128232584e-36
39008.13708072704	1.4678891767840336e-36
42879.274346122955	1.600893920447329e-36
47134.580270907034	1.7683029488440975e-36
51812.17945483869	1.9509607392183253e-36
56953.97995338389	2.1475133591604195e-36
62606.04874492541	2.3638679831251984e-36
68819.02445904675	2.5960081316411985e-36
75648.57106365063	2.850945259065333e-36
83155.87657563665	3.130918108892353e-36
91408.20126323751	3.4264765744568895e-36
